City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,dellys,36.9172,3.9131,27.43,61,0,9.29,DZ,1691406969
364,pocone,-16.2567,-56.6228,25.21,36,17,2.06,BR,1691407085
365,luderitz,-26.6481,15.1594,22.36,47,0,3.18,NA,1691407207
366,ciudad dario,12.7314,-86.124,21.94,89,100,2.17,NI,1691407255
367,fort bragg,35.139,-79.006,24.0,92,40,3.09,US,1691407134
368,taghazout,30.5426,-9.7112,25.43,74,66,2.19,MA,1691407255
369,page,36.9147,-111.4558,25.88,22,0,1.54,US,1691407255
370,nadi,-17.8,177.4167,21.0,100,20,2.06,FJ,1691406979
371,hegang,47.4,130.3667,18.27,81,94,2.49,CN,1691407256
372,turkmenbasy,40.0222,52.9552,35.43,29,0,7.2,TM,1691407256
373,pingshan,22.9938,114.7131,29.01,77,59,2.74,CN,1691407256
374,santiago de cao,-7.9589,-79.2392,21.07,83,75,3.09,PE,1691407256
375,rockland,41.1668,-74.0496,21.01,93,100,3.64,US,1691407257
376,el granada,37.5027,-122.4694,18.73,85,0,3.6,US,1691407257
377,mogocha,53.7333,119.7667,20.29,54,96,1.33,RU,1691407257
378,port alfred,-33.5906,26.891,20.66,75,0,1.79,ZA,1691407053
379,caburan,5.9181,125.6411,27.26,82,71,3.44,PH,1691407258
380,ulladulla,-35.35,150.4667,12.16,76,46,1.79,AU,1691407258
381,hancheng,32.5186,112.3522,28.15,80,52,4.31,CN,1691407258
382,el calafate,-50.3408,-72.2768,-2.78,60,100,1.25,AR,1691407258
383,inarajan village,13.2736,144.7484,28.54,93,99,1.79,GU,1691407259
384,manhattan,40.7834,-73.9662,21.64,88,100,5.36,US,1691407024
385,derzhavinsk,51.1,66.3167,26.37,45,88,6.14,KZ,1691407259
386,papao,-17.75,-149.55,23.82,73,89,6.24,PF,1691407259
387,mejit,10.2753,170.8646,28.44,75,100,8.02,MH,1691407260
388,saint-paul,-21.0096,55.2707,24.05,91,65,1.35,RE,1691407260
389,okondja,-0.6549,13.6753,33.4,36,36,2.09,GA,1691407260
390,la'ie,21.6477,-157.9253,25.98,80,4,1.79,US,1691407261
391,nanakuli,21.3906,-158.1547,25.97,71,20,2.57,US,1691407261
392,georgetown,5.4112,100.3354,30.96,78,20,2.68,MY,1691407121
393,kunashak,55.7032,61.5498,25.29,83,88,3.91,RU,1691407262
394,terrace,54.5163,-128.6035,18.95,77,75,3.6,CA,1691407050
395,okhotsk,59.3833,143.3,12.87,80,97,5.01,RU,1691407262
396,sicuani,-14.2694,-71.2261,4.01,85,9,0.62,PE,1691407262
397,kargasok,59.0556,80.8572,15.14,95,100,2.0,RU,1691407263
398,mont-roig del camp,41.75,1.1833,27.93,32,74,2.67,ES,1691407263
399,ballina,-28.8667,153.5667,13.77,72,86,4.27,AU,1691407263
400,nelson bay,-32.7167,152.15,14.44,68,9,2.68,AU,1691407264
401,veraval,20.9,70.3667,27.61,79,100,9.11,IN,1691407045
402,corumba,-19.0092,-57.6533,24.95,65,0,3.09,BR,1691407264
403,san carlos,9.6612,-68.5827,22.96,95,22,1.23,VE,1691407265
404,sault ste. marie,46.5168,-84.3333,15.31,93,0,0.0,CA,1691406998
405,oranjemund,-28.55,16.4333,16.81,65,0,3.86,NA,1691407265
406,yaiza,28.9633,-13.7631,25.87,54,20,5.14,ES,1691407265
407,playa del ingles,27.7567,-15.5787,27.86,80,18,0.89,ES,1691407266
408,pontal do parana,-25.6533,-48.5128,18.75,69,1,1.74,BR,1691407266
409,thinadhoo,0.5333,72.9333,28.27,74,27,3.22,MV,1691407266
410,sept-iles,50.2001,-66.3821,17.29,90,20,2.06,CA,1691407031
411,montevideo,-34.8335,-56.1674,9.9,67,75,8.23,UY,1691407267
412,albina,5.5,-54.05,25.14,83,65,2.22,SR,1691407267
413,nebbi,2.4783,31.0889,29.4,44,61,4.17,UG,1691407157
414,whangarei,-35.7317,174.3239,7.41,97,84,1.33,NZ,1691407267
415,ust-tsilma,65.441,52.1498,15.63,79,100,3.76,RU,1691407267
416,eyl,7.9803,49.8164,33.71,41,50,12.73,SO,1691407261
417,naze,28.3667,129.4833,25.51,93,100,13.21,JP,1691407126
418,retreat,38.8245,-85.8533,20.41,97,63,3.37,US,1691407268
419,pathein,16.7833,94.7333,26.57,85,100,4.32,MM,1691407268
420,richards bay,-28.783,32.0377,22.86,65,2,5.71,ZA,1691407268
421,whitburn,54.9533,-1.3686,19.14,62,12,6.12,GB,1691407269
422,laascaanood,8.4774,47.3597,33.05,30,19,12.65,SO,1691407138
423,machico,32.7,-16.7667,28.34,76,40,4.12,PT,1691407269
424,fale old settlement,-9.3852,-171.2468,28.06,71,15,6.07,TK,1691407270
425,sao joao da barra,-21.6403,-41.0511,21.05,68,0,6.04,BR,1691407270
426,christchurch,-43.5333,172.6333,7.73,81,100,4.63,NZ,1691407260
427,ambodifotatra,-16.9833,49.85,22.73,78,77,5.73,MG,1691407271
428,luganville,-15.5333,167.1667,23.68,81,100,4.13,VU,1691407271
429,chonchi,-42.6128,-73.8092,-0.44,94,72,0.42,CL,1691407271
430,kapa'a,22.0752,-159.319,27.18,87,75,7.2,US,1691407271
431,gabes,33.8815,10.0982,34.98,26,0,2.57,TN,1691407272
432,port moresby,-9.4431,147.1797,23.68,78,20,6.17,PG,1691407272
433,tabou,4.423,-7.3528,26.52,76,100,3.22,CI,1691407272
434,hadibu,12.65,54.0333,27.6,69,37,10.85,YE,1691407272
435,yuzhno-kurilsk,44.0306,145.8556,14.43,95,89,3.38,RU,1691407273
436,linxia chengguanzhen,35.6003,103.2064,25.93,47,3,3.57,CN,1691407273
437,meadow lakes,61.6247,-149.6011,15.69,87,100,1.54,US,1691407273
438,birjand,32.8663,59.2211,34.26,14,20,3.09,IR,1691407273
439,necochea,-38.5473,-58.7368,4.62,65,34,4.16,AR,1691407274
440,siliana,36.085,9.3708,29.5,34,0,6.8,TN,1691407274
441,bulayevo,54.9056,70.4439,28.0,25,6,2.51,KZ,1691407274
442,dajal,29.5577,70.3762,43.92,19,41,4.54,PK,1691407275
443,katsuren-haebaru,26.3369,127.8719,27.43,95,100,8.75,JP,1691407245
444,parauapebas,-6.0675,-49.9022,27.99,73,0,1.03,BR,1691407275
445,qarazhal,48.0078,70.7903,30.96,24,81,3.07,KZ,1691407275
446,gilgit,35.9221,74.3087,31.21,37,75,2.98,PK,1691407275
447,namibe,-15.1961,12.1522,22.85,61,2,4.06,AO,1691407276
448,tillaberi,14.2117,1.4531,28.33,66,100,7.33,NE,1691407276
449,hovd,48.0056,91.6419,26.03,28,100,1.85,MN,1691407152
450,powell river,49.8496,-124.5361,19.0,93,96,1.49,CA,1691407276
451,orapa,-21.2833,25.3667,25.51,24,6,3.19,BW,1691407277
452,gweru,-19.45,29.8167,22.3,28,35,3.56,ZW,1691407273
453,sainte-anne-des-monts,49.124,-66.4924,13.93,88,49,0.0,CA,1691407277
454,kamaishi,39.2667,141.8833,25.36,96,80,3.39,JP,1691407245
455,ormara,25.2088,64.6357,27.79,82,90,9.69,PK,1691407278
456,jayapura,-2.5333,140.7,26.66,90,70,2.87,ID,1691407027
457,gorham,43.6795,-70.4442,17.58,93,75,0.0,US,1691407278
458,kudepsta,43.4944,39.8964,29.03,74,0,5.0,RU,1691407259
459,nazarabad,35.9521,50.6075,38.45,13,3,3.49,IR,1691407279
460,tweed heads,-28.1817,153.547,16.78,89,75,3.09,AU,1691407279
461,phan rang-thap cham,11.5667,108.9833,32.08,54,33,6.96,VN,1691407187
462,kenora,49.8167,-94.4337,15.54,88,20,2.06,CA,1691407280
463,bobo-dioulasso,11.1771,-4.2979,27.58,70,100,4.44,BF,1691407280
464,armacao de buzios,-22.7469,-41.8817,23.03,78,0,7.35,BR,1691407280
465,kalach-na-donu,48.691,43.5264,38.66,20,0,5.38,RU,1691407280
466,malmberget,67.1753,20.6549,15.31,82,100,3.09,SE,1691407281
467,yebaishou,41.3975,119.6408,23.44,71,34,1.82,CN,1691407281
468,peterhead,57.5058,-1.7981,18.03,70,12,6.23,GB,1691407281
469,micheweni,-4.9667,39.8333,27.0,64,3,5.7,TZ,1691407282
470,greymouth,-42.4667,171.2,6.09,85,79,1.25,NZ,1691407282
471,namie,37.4833,141.0,27.62,86,96,5.11,JP,1691407282
472,yemva,62.59,50.8594,24.89,41,41,4.36,RU,1691407131
473,renqiu,38.6989,116.0936,26.51,81,85,0.35,CN,1691407282
474,soio,-6.1349,12.3689,24.77,71,92,3.53,AO,1691407112
475,barcelos,41.5388,-8.6151,33.25,24,0,0.67,PT,1691407283
476,luwingu,-10.2621,29.9271,27.29,24,0,3.39,ZM,1691407283
477,ulysses,37.5814,-101.3552,18.02,94,75,2.06,US,1691407283
478,idri,27.5,13.2667,38.12,20,0,7.2,LY,1691407284
479,varzea grande,-15.6467,-56.1325,22.93,60,0,2.06,BR,1691407284
480,limon,10.0,-83.0333,25.59,86,99,2.9,CR,1691407284
481,amga,60.8953,131.9608,15.84,54,15,2.22,RU,1691407284
482,isangel,-19.55,169.2667,21.33,81,72,7.26,VU,1691407285
483,nema,57.5067,50.5011,26.4,45,25,4.28,RU,1691407285
484,lamu,-2.2717,40.902,27.12,70,71,8.07,KE,1691407285
485,dzilam gonzalez,21.2833,-88.9333,23.78,98,5,1.54,MX,1691407285
486,dhemaji,27.4833,94.5833,32.04,90,99,2.8,IN,1691407285
487,taksimo,56.3444,114.8794,22.94,54,76,1.19,RU,1691407286
488,al kharijah,25.4514,30.5464,43.75,7,17,1.48,EG,1691407286
489,labuan,5.2767,115.2417,28.2,78,20,0.0,MY,1691407051
490,moengo,5.6167,-54.4,25.13,82,39,2.28,SR,1691407286
491,hauterive,46.0901,3.4459,20.42,42,16,2.83,FR,1691407287
492,tamandare,-8.7597,-35.1047,24.94,82,63,5.76,BR,1691407065
493,marshall,34.3834,-86.3333,24.66,96,0,0.0,US,1691407287
494,malangawa,26.8568,85.5581,29.45,78,100,5.33,NP,1691407287
495,salto,-31.3833,-57.9667,11.04,84,88,4.92,UY,1691407288
496,lobujya,27.95,86.8167,6.59,95,100,2.29,NP,1691407288
497,acapulco de juarez,16.8634,-99.8901,25.9,78,40,3.09,MX,1691407288
498,ciudad victoria,23.7333,-99.1333,23.36,75,3,2.9,MX,1691407288
499,bei'an,24.5399,109.533,28.72,81,78,1.24,CN,1691407289
500,bykovo,55.6361,38.0803,30.85,40,0,8.0,RU,1691407289
501,portland,45.5234,-122.6762,19.34,85,100,2.06,US,1691406897
502,volodarskiy,46.4013,48.5409,37.97,20,0,5.38,RU,1691407289
503,laguna,38.421,-121.4238,24.49,64,0,3.09,US,1691407290
504,vilyuysk,63.7553,121.6247,21.86,51,2,2.02,RU,1691407290
505,saint-jean-de-monts,46.7833,-2.0667,16.62,65,30,2.93,FR,1691407290
506,marquette,46.5333,-87.6335,15.43,91,100,0.89,US,1691407290
507,weyburn,49.6668,-103.8511,12.12,76,26,1.03,CA,1691407291
508,holualoa,19.6228,-155.9522,23.91,83,0,4.63,US,1691407291
509,leninskoye,41.7589,69.3864,27.89,33,80,5.47,KZ,1691407291
510,kilju,40.9642,129.3278,18.98,97,100,2.48,KP,1691407292
511,igarka,67.4667,86.5833,18.0,60,98,4.36,RU,1691407292
512,vorkuta,67.5,64.0,19.94,70,84,6.48,RU,1691407229
513,bayanhongor,46.7167,100.1167,19.49,40,73,2.76,MN,1691407292
514,bogotol,56.2078,89.5342,21.69,43,55,0.58,RU,1691407292
515,mata-utu,-13.2816,-176.1745,27.5,78,11,3.76,WF,1691407206
516,tionk essil,12.7856,-16.5217,31.03,72,100,3.9,SN,1691407293
517,mafinga,-7.25,35.0667,26.57,35,30,4.37,TZ,1691407293
518,al bayda',32.7627,21.7551,26.88,44,1,6.7,LY,1691407293
519,rudsar,37.1376,50.288,30.99,50,4,4.26,IR,1691407293
520,chernyshevskiy,63.0128,112.4714,19.96,63,95,3.7,RU,1691407294
521,santa elena de uairen,4.6167,-61.1333,21.06,83,9,0.83,VE,1691407294
522,vallenar,-28.5708,-70.7581,15.59,47,100,0.53,CL,1691407294
523,manacapuru,-3.2997,-60.6206,25.15,66,81,1.77,BR,1691407083
524,bakchar,57.0186,82.0711,20.95,59,86,2.1,RU,1691407295
525,nantucket,41.2835,-70.0995,23.33,78,0,2.06,US,1691407295
526,bayreuth,49.9481,11.5783,13.36,91,100,1.79,DE,1691407295
527,ulsteinvik,62.3432,5.8487,14.31,86,100,8.49,NO,1691407296
528,nova sintra,14.8667,-24.7167,22.4,81,91,5.35,CV,1691407296
529,scobinti,47.3833,26.9333,24.68,49,68,7.79,RO,1691407296
530,paita,-5.0892,-81.1144,20.08,84,80,4.1,PE,1691407296
531,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1691407297
532,polyarnyy,69.1989,33.4478,19.22,58,81,6.4,RU,1691407297
533,najran,17.4924,44.1277,39.36,10,9,7.29,SA,1691407297
534,al wakrah,24.85,51.3333,46.05,13,25,5.85,QA,1691407199
535,platteville,42.7342,-90.4785,17.51,92,0,0.0,US,1691407298
536,tahara,34.6667,137.2667,28.97,50,57,7.87,JP,1691407298
537,general conesa,-40.1,-64.4333,2.37,67,1,1.51,AR,1691407298
538,achinsk,56.2694,90.4993,22.55,43,26,0.51,RU,1691407299
539,nuuk,64.1835,-51.7216,5.34,100,100,2.57,GL,1691407131
540,bridgewater,44.3835,-64.5155,19.23,90,83,1.03,CA,1691407299
541,zinder,13.8072,8.9881,27.87,64,84,5.33,NE,1691407299
542,homer,59.6425,-151.5483,13.36,94,40,2.06,US,1691407300
543,xudat,41.631,48.681,32.45,48,0,5.49,AZ,1691407300
544,svetlyy,54.675,20.1347,18.31,77,99,8.63,RU,1691407300
545,glace bay,46.1969,-59.957,18.98,94,75,4.12,CA,1691407300
546,ola,59.5833,151.2833,12.08,52,80,5.18,RU,1691407300
547,atbara,17.7022,33.9864,37.01,30,30,4.9,SD,1691407301
548,wanning,18.8003,110.3967,30.0,68,24,4.93,CN,1691407301
549,yarmouth,41.7057,-70.2286,23.03,91,0,2.24,US,1691407140
550,katsuura,35.1333,140.3,26.31,92,89,3.59,JP,1691407304
551,mizdah,31.4451,12.9801,33.03,22,0,2.83,LY,1691407247
552,mont-laurier,46.5501,-75.4993,14.79,71,100,1.55,CA,1691407304
553,douz,33.4663,9.0203,35.65,23,0,0.48,TN,1691407304
554,tsafe,11.9553,6.9223,27.48,65,88,5.79,NG,1691407305
555,progreso,21.2833,-89.6667,25.06,92,3,3.1,MX,1691407305
556,turpan,42.9333,89.1667,45.18,8,21,1.2,CN,1691407305
557,manta,-0.95,-80.7333,25.56,78,75,7.6,EC,1691407305
558,ta`u,-14.2336,-169.5144,26.79,75,15,2.9,AS,1691407305
559,grand baie,-20.0182,57.5802,24.69,53,56,3.58,MU,1691407306
560,klyuchi,52.2667,79.1667,26.99,26,4,4.64,RU,1691407306
561,queenstown,-31.8976,26.8753,22.98,19,0,4.96,ZA,1691407306
562,gremda,34.75,10.7833,32.11,40,0,4.63,TN,1691407306
563,presidente olegario,-18.4178,-46.4181,17.62,39,1,1.77,BR,1691407314
564,mutuali,-14.8706,37.0044,29.29,27,15,2.32,MZ,1691407315
565,estes park,40.3772,-105.5217,10.45,90,35,0.45,US,1691407316
566,esmeralda,21.8525,-78.1169,26.22,87,10,2.86,CU,1691407316
567,estevan,49.1334,-102.9842,10.11,93,0,1.03,CA,1691407316
568,kouvola,60.8667,26.7,31.18,48,20,8.23,FI,1691407316
569,grand falls-windsor,48.9332,-55.6649,14.17,95,100,1.34,CA,1691407317
570,baile herculane,44.8797,22.4125,23.54,41,14,5.86,RO,1691407317
571,cambria,35.5641,-121.0808,23.32,69,4,0.23,US,1691407317
572,wiang sa,8.6359,99.3666,31.59,69,90,3.38,TH,1691407317
573,rabaul,-4.1967,152.1721,25.95,79,100,6.03,PG,1691407318
574,san patricio,28.017,-97.5169,28.94,88,15,4.37,US,1691407318
